,LO,CO,T,CS,FS
138,0.0,0.75,0.8750000000000001,0.0,0.641243216576221
58,0.0,0.0,0.75,0.813953488372093,0.02456832757770104
484,0.4633333333333333,1.0,1.0,0.058139534883720936,0.27041604999177765
2,0.0,0.0,0.25,0.0,0.8021049169544482
208,0.0,0.75,0.08333333333333334,0.6976744186046512,0.10751521131392865
250,0.0,1.0,0.75,0.23255813953488375,0.16641999671106728
87,0.0,0.5,0.5,0.11627906976744187,0.16240749876665023
400,0.4633333333333333,0.0,0.25,0.930232558139535,0.009669462259496789
634,1.0,0.0,0.08333333333333334,0.6976744186046512,0.05834566683111331
421,0.4633333333333333,0.5,0.5,0.058139534883720936,0.23930274625883896
199,0.0,0.75,0.25,0.5813953488372093,0.11445485939812532
106,0.0,0.5,0.75,0.4651162790697675,0.07597434632461765
29,0.0,0.0,1.0,0.23255813953488375,0.09896398618648249
480,0.4633333333333333,1.0,1.0,0.029069767441860468,0.3542673902318697
741,1.0,1.0,0.25,0.4651162790697675,0.19792797237296494
17,0.0,0.0,1.0,0.058139534883720936,0.19417858904785396
521,0.4633333333333333,1.0,0.75,0.0,0.4696267061338595
700,1.0,0.75,0.0,0.058139534883720936,0.31096859069232036
357,0.4633333333333333,0.0,1.0,0.4651162790697675,0.06452886038480514
63,0.0,0.0,0.5,0.930232558139535,0.00858411445485939
281,0.4633333333333333,0.0,0.08333333333333334,0.029069767441860468,0.362900838677849
753,1.0,0.5,0.75,0.0,0.5978621937181384
124,0.0,0.5,0.75,0.813953488372093,0.03956586087814504
721,1.0,1.0,0.25,0.058139534883720936,0.37283341555665184
20,0.0,0.0,0.25,0.11627906976744187,0.16549909554349612
187,0.0,0.75,0.16666666666666669,0.4651162790697675,0.1189935865811544
207,0.0,0.75,0.0,0.6976744186046512,0.11636244038809405
468,0.4633333333333333,0.75,1.0,0.3488372093023256,0.10064134188455846
545,1.0,0.0,0.25,0.029069767441860468,0.33486268705804967
393,0.4633333333333333,0.0,0.75,0.813953488372093,0.022068738694293696
587,1.0,0.0,0.5,0.23255813953488375,0.12047360631475086
269,0.0,1.0,0.25,0.5813953488372093,0.16115770432494653
104,0.0,0.5,0.25,0.4651162790697675,0.10754810064134189
296,0.4633333333333333,0.0,0.25,0.058139534883720936,0.24107876993915472
594,1.0,0.0,0.0,0.3488372093023256,0.12553856273639202
361,0.4633333333333333,0.0,0.25,0.5813953488372093,0.07765170202269363
691,1.0,0.5,1.0,0.4651162790697675,0.06594310146357507
451,0.4633333333333333,0.75,0.5,0.029069767441860468,0.37086005591185656
464,0.4633333333333333,0.75,1.0,0.23255813953488375,0.11757934550238446
36,0.0,0.0,0.0,0.4651162790697675,0.10409472126295015
595,1.0,0.0,0.08333333333333334,0.3488372093023256,0.11465219536260483
318,0.4633333333333333,0.0,1.0,0.11627906976744187,0.1248478868607137
19,0.0,0.0,0.08333333333333334,0.11627906976744187,0.1689524749218878
345,0.4633333333333333,0.0,0.0,0.4651162790697675,0.11646110837033384
652,1.0,0.0,0.5,0.813953488372093,0.026969248478868613
558,1.0,0.0,0.25,0.058139534883720936,0.2543134352902483
112,0.0,0.5,0.75,0.5813953488372093,0.07179740174313434
418,0.4633333333333333,0.5,1.0,0.029069767441860468,0.28765005755632295
120,0.0,0.5,0.0,0.813953488372093,0.06186482486433152
305,0.4633333333333333,0.0,1.0,0.058139534883720936,0.18082552211807268
454,0.4633333333333333,0.75,0.25,0.058139534883720936,0.297352409143233
85,0.0,0.5,0.08333333333333334,0.11627906976744187,0.1844104588061174
275,0.4633333333333333,0.0,0.08333333333333334,0.0,0.740404538727183
132,0.0,0.75,0.0,0.0,0.7499753330044401
202,0.0,0.75,0.5,0.5813953488372093,0.10478539713862851
682,1.0,0.5,0.5,0.058139534883720936,0.23657293208353886
189,0.0,0.75,0.33333333333333337,0.4651162790697675,0.11754645617497121
198,0.0,0.75,0.16666666666666669,0.5813953488372093,0.11514553527380363
247,0.0,1.0,0.25,0.23255813953488375,0.18908074329879954
5,0.0,0.0,1.0,0.0,0.5471468508469002
148,0.0,0.75,0.25,0.058139534883720936,0.27985528695938167
675,1.0,0.0,0.30000000000000004,0.6744186046511628,0.05601052458477224
178,0.0,0.75,0.33333333333333337,0.3488372093023256,0.12905772076961025
145,0.0,0.75,1.0,0.029069767441860468,0.2897516855780299
204,0.0,0.75,0.75,0.5813953488372093,0.0986022035849367
3,0.0,0.0,0.5,0.0,0.7672751192238119
692,1.0,0.5,0.0,0.813953488372093,0.06045058378556159
478,0.4633333333333333,1.0,0.25,0.029069767441860468,0.41298799539549413
358,0.4633333333333333,0.0,0.0,0.5813953488372093,0.09389902976484131
21,0.0,0.0,0.5,0.11627906976744187,0.15309981910869924
398,0.4633333333333333,0.0,0.08333333333333334,0.930232558139535,0.016510442361453707
432,0.4633333333333333,0.5,0.75,0.3488372093023256,0.09676040124979444
623,1.0,0.0,0.25,0.5813953488372093,0.07087650057556323
127,0.0,0.5,0.08333333333333334,0.930232558139535,0.036178260154579825
49,0.0,0.0,0.08333333333333334,0.6976744186046512,0.058543002795592824
508,0.4633333333333333,0.5,0.5,0.0,0.6625883900674231
642,1.0,0.0,0.75,0.6976744186046512,0.052622923861207024
354,0.4633333333333333,0.0,0.75,0.4651162790697675,0.07771748067752014
390,0.4633333333333333,0.0,0.5,0.813953488372093,0.028087485610919255
773,1.0,1.0,0.25,0.0,0.8869264923532313
747,1.0,0.5,0.25,0.0,0.8869264923532313
309,0.4633333333333333,0.0,0.25,0.11627906976744187,0.166518664693307
251,0.0,1.0,0.8750000000000001,0.23255813953488375,0.1580332182206874
438,0.4633333333333333,0.5,1.0,0.4651162790697675,0.0763690182535767
459,0.4633333333333333,0.75,0.5,0.11627906976744187,0.18963986186482484
646,1.0,0.0,0.0,0.813953488372093,0.04459792797237297
42,0.0,0.0,0.0,0.5813953488372093,0.08347311297483966
117,0.0,0.5,0.5,0.6976744186046512,0.06538398289754975
270,0.0,1.0,0.5,0.5813953488372093,0.15740832099983554
374,0.4633333333333333,0.0,0.25,0.6976744186046512,0.05617497122183851
564,1.0,0.0,0.75,0.058139534883720936,0.21199473770761385
0,0.0,0.0,0.0,0.0,0.7499753330044401
335,0.4633333333333333,0.0,0.25,0.3488372093023256,0.110409472126295
734,1.0,1.0,0.5,0.5813953488372093,0.19095543496135503
322,0.4633333333333333,0.0,0.25,0.23255813953488375,0.1364578194375925
460,0.4633333333333333,0.75,1.0,0.11627906976744187,0.15444828153264267
55,0.0,0.0,0.08333333333333334,0.813953488372093,0.03604670284492681
143,0.0,0.75,0.5,0.029069767441860468,0.3296957737214274
506,0.4633333333333333,0.5,0.08333333333333334,0.0,0.740404538727183
165,0.0,0.75,0.16666666666666669,0.23255813953488375,0.15527051471797398
83,0.0,0.5,1.0,0.058139534883720936,0.22055582963328396
714,1.0,0.75,0.5,0.6976744186046512,0.09037987173162308
205,0.0,0.75,0.8750000000000001,0.5813953488372093,0.09304390725209667
687,1.0,0.5,1.0,0.23255813953488375,0.104588061174149
364,0.4633333333333333,0.0,0.5,0.5813953488372093,0.06554842953461601
455,0.4633333333333333,0.75,0.5,0.058139534883720936,0.2690675875678342
699,1.0,0.75,1.0,0.029069767441860468,0.2840256536753823
18,0.0,0.0,0.0,0.11627906976744187,0.21529353724716327
325,0.4633333333333333,0.0,0.5,0.23255813953488375,0.14132543989475416
496,0.4633333333333333,1.0,1.0,0.3488372093023256,0.16102614701529355
186,0.0,0.75,0.08333333333333334,0.4651162790697675,0.12300608452557145
86,0.0,0.5,0.25,0.11627906976744187,0.1717151784246012
510,0.4633333333333333,0.5,1.0,0.0,0.41914158855451406
46,0.0,0.0,0.75,0.5813953488372093,0.063607959217234
538,1.0,0.0,0.75,0.0,0.5978621937181384
162,0.0,0.75,1.0,0.11627906976744187,0.15040289426081238
319,0.4633333333333333,0.0,0.0,0.23255813953488375,0.17368853806939644
678,1.0,0.5,0.5,0.029069767441860468,0.3050452228251932
221,0.0,1.0,0.5,0.0,0.7672751192238119
133,0.0,0.75,0.08333333333333334,0.0,0.8082881105081402
141,0.0,0.75,0.08333333333333334,0.029069767441860468,0.3585528695938168
568,1.0,0.0,0.0,0.11627906976744187,0.23038973852984707
258,0.0,1.0,0.75,0.3488372093023256,0.15260647919750042
137,0.0,0.75,0.75,0.0,0.6601545798388423
645,1.0,0.0,1.0,0.6976744186046512,0.04351258016773556
387,0.4633333333333333,0.0,0.25,0.813953488372093,0.03433645781943759
442,0.4633333333333333,0.5,0.75,0.5813953488372093,0.06900180891300774
446,0.4633333333333333,0.5,0.5,0.930232558139535,0.029403058707449428
158,0.0,0.75,0.5,0.11627906976744187,0.17595790166091108
196,0.0,0.75,0.0,0.5813953488372093,0.11725045222825191
180,0.0,0.75,0.5,0.3488372093023256,0.1248478868607137
9,0.0,0.0,0.5,0.029069767441860468,0.29629995066600884
259,0.0,1.0,1.0,0.3488372093023256,0.1360960368360467
32,0.0,0.0,0.25,0.3488372093023256,0.10817299786219371
150,0.0,0.75,0.75,0.058139534883720936,0.2442690346982404
263,0.0,1.0,0.5,0.4651162790697675,0.15477717480677522
779,1.0,1.0,0.75,0.0,0.5978621937181384
103,0.0,0.5,0.08333333333333334,0.4651162790697675,0.11169215589541194
417,0.4633333333333333,0.5,0.75,0.029069767441860468,0.2961223482979773
39,0.0,0.0,0.5,0.4651162790697675,0.08590692320342048
28,0.0,0.0,0.75,0.23255813953488375,0.10672586745601052
420,0.4633333333333333,0.5,0.25,0.058139534883720936,0.24686729156388748
215,0.0,0.75,0.75,0.6976744186046512,0.08403223154086499
698,1.0,0.75,0.5,0.029069767441860468,0.33898371978293046
555,1.0,0.0,0.0,0.058139534883720936,0.37676697911527707
169,0.0,0.75,0.5,0.23255813953488375,0.14010853478046376
729,1.0,1.0,0.25,0.3488372093023256,0.17526722578523268
600,1.0,0.0,0.5,0.3488372093023256,0.09659595461272817
526,0.4633333333333333,0.25,0.5,0.0,0.6625883900674231
206,0.0,0.75,1.0,0.5813953488372093,0.08860384805130735
153,0.0,0.75,0.08333333333333334,0.11627906976744187,0.1938496957737214
766,1.0,0.75,0.75,0.0,0.5978621937181384
30,0.0,0.0,0.0,0.3488372093023256,0.12004604505837856
435,0.4633333333333333,0.5,0.25,0.4651162790697675,0.10337115605985857
255,0.0,1.0,0.25,0.3488372093023256,0.17572767636901826
482,0.4633333333333333,1.0,0.25,0.058139534883720936,0.31961848380200625
384,0.4633333333333333,0.0,0.0,0.813953488372093,0.05735898700871567
213,0.0,0.75,0.5,0.6976744186046512,0.09107054760730145
136,0.0,0.75,0.625,0.0,0.723071863180398
697,1.0,0.75,0.25,0.029069767441860468,0.3680315737543167
416,0.4633333333333333,0.5,0.5,0.029069767441860468,0.3187534944910376
235,0.0,1.0,0.5,0.058139534883720936,0.31103436934714684
497,0.4633333333333333,1.0,0.0,0.4651162790697675,0.2773556980759743
629,1.0,0.0,0.75,0.5813953488372093,0.059299457326097677
168,0.0,0.75,0.4166666666666667,0.23255813953488375,0.1409965466206216
757,1.0,0.75,0.0,0.0,0.9514553527380365
229,0.0,1.0,0.5,0.029069767441860468,0.4532642657457655
224,0.0,1.0,0.8750000000000001,0.0,0.641243216576221
171,0.0,0.75,0.75,0.23255813953488375,0.1262621279394836
597,1.0,0.0,0.25,0.3488372093023256,0.10679164611083701
487,0.4633333333333333,1.0,0.5,0.11627906976744187,0.24226278572603188
475,0.4633333333333333,0.75,0.5,0.6976744186046512,0.09064298635092911
267,0.0,1.0,0.0,0.5813953488372093,0.16678177931261307
491,0.4633333333333333,1.0,0.5,0.23255813953488375,0.18661404374280544
556,1.0,0.0,0.08333333333333334,0.058139534883720936,0.24298635092912346
115,0.0,0.5,0.08333333333333334,0.6976744186046512,0.07942772570300936
529,1.0,0.0,0.0,0.0,0.9514553527380365
237,0.0,1.0,1.0,0.058139534883720936,0.26466041769445814
574,1.0,0.0,0.5,0.11627906976744187,0.1518171353395823
443,0.4633333333333333,0.5,1.0,0.5813953488372093,0.055911856602532464
48,0.0,0.0,0.0,0.6976744186046512,0.06331195527051471
736,1.0,1.0,0.0,0.11627906976744187,0.29255056734089785
715,1.0,0.75,1.0,0.6976744186046512,0.07396809735240914
689,1.0,0.5,0.25,0.4651162790697675,0.08666337773392534
742,1.0,1.0,0.5,0.4651162790697675,0.1935865811544154
82,0.0,0.5,0.75,0.058139534883720936,0.22170695609274788
481,0.4633333333333333,1.0,0.0,0.058139534883720936,0.3610261470152935
425,0.4633333333333333,0.5,0.25,0.23255813953488375,0.12678835717809572
95,0.0,0.5,1.0,0.23255813953488375,0.09695773721427396
516,0.4633333333333333,0.75,1.0,0.0,0.41914158855451406
67,0.0,0.5,0.08333333333333334,0.0,0.8082881105081402
371,0.4633333333333333,0.0,0.0,0.6976744186046512,0.07087650057556323
96,0.0,0.5,0.0,0.3488372093023256,0.13563558625226113
22,0.0,0.0,0.75,0.11627906976744187,0.13774050320670944
254,0.0,1.0,0.08333333333333334,0.3488372093023256,0.1826344351258017
492,0.4633333333333333,1.0,1.0,0.23255813953488375,0.17908238776517016
450,0.4633333333333333,0.75,0.25,0.029069767441860468,0.4146193060351916
244,0.0,1.0,1.0,0.11627906976744187,0.19503371156059857
518,0.4633333333333333,1.0,0.08333333333333334,0.0,0.740404538727183
201,0.0,0.75,0.4166666666666667,0.5813953488372093,0.10626541687222497
427,0.4633333333333333,0.5,0.75,0.23255813953488375,0.11110014800197336
159,0.0,0.75,0.625,0.11627906976744187,0.1721756290083868
128,0.0,0.5,0.25,0.930232558139535,0.03798717316230882
144,0.0,0.75,0.75,0.029069767441860468,0.3103108041440552
471,0.4633333333333333,0.75,0.5,0.4651162790697675,0.10925834566683111
209,0.0,0.75,0.16666666666666669,0.6976744186046512,0.10248314421970071
293,0.4633333333333333,0.0,0.0,0.058139534883720936,0.30735076467686234
626,1.0,0.0,0.5,0.5813953488372093,0.06505508962341719
268,0.0,1.0,0.08333333333333334,0.5813953488372093,0.1655977635257359
90,0.0,0.5,0.0,0.23255813953488375,0.1628350600230225
41,0.0,0.0,1.0,0.4651162790697675,0.06834402236474263
707,1.0,0.75,1.0,0.23255813953488375,0.13116263772405856
233,0.0,1.0,0.08333333333333334,0.058139534883720936,0.34398947541522773
403,0.4633333333333333,0.0,0.5,0.930232558139535,0.00874856109192567
486,0.4633333333333333,1.0,0.25,0.11627906976744187,0.2702516033547114
234,0.0,1.0,0.25,0.058139534883720936,0.34148988653182044
436,0.4633333333333333,0.5,0.5,0.4651162790697675,0.09051142904127611
53,0.0,0.0,1.0,0.6976744186046512,0.0332511100148002
243,0.0,1.0,0.75,0.11627906976744187,0.21532642657457657
79,0.0,0.5,0.08333333333333334,0.058139534883720936,0.2636737378720605
51,0.0,0.0,0.5,0.6976744186046512,0.051274461437263594
406,0.4633333333333333,0.0,0.75,0.930232558139535,0.002335142246341057
410,0.4633333333333333,0.0,0.058333333333333334,1.0,0.0038151619799375106
668,1.0,0.0,0.75,0.930232558139535,0.004604505837855613
351,0.4633333333333333,0.0,0.5,0.4651162790697675,0.08492024338102284
232,0.0,1.0,0.0,0.058139534883720936,0.35790166091103437
695,1.0,0.5,1.0,0.813953488372093,0.0340404538727183
185,0.0,0.75,0.0,0.4651162790697675,0.1302417365564874
745,1.0,0.5,0.08333333333333334,0.0,0.9999999999999999
62,0.0,0.0,0.25,0.930232558139535,0.011905936523598087
582,1.0,0.0,0.08333333333333334,0.23255813953488375,0.14303568492024338
681,1.0,0.5,0.25,0.058139534883720936,0.2452886038480513
246,0.0,1.0,0.08333333333333334,0.23255813953488375,0.1967439565860878
134,0.0,0.75,0.25,0.0,0.8021049169544482
532,1.0,0.0,0.25,0.0,0.8869264923532313
430,0.4633333333333333,0.5,0.25,0.3488372093023256,0.12336786712711724
302,0.4633333333333333,0.0,0.75,0.058139534883720936,0.20302581812201936
182,0.0,0.75,0.75,0.3488372093023256,0.10965301759579017
434,0.4633333333333333,0.5,0.0,0.4651162790697675,0.11593487913172175
705,1.0,0.75,0.25,0.23255813953488375,0.1485035356026969
706,1.0,0.75,0.5,0.23255813953488375,0.14520638052951818
4,0.0,0.0,0.75,0.0,0.6601545798388423
44,0.0,0.0,0.25,0.5813953488372093,0.07998684426903468
561,1.0,0.0,0.5,0.058139534883720936,0.21495148824206545
551,1.0,0.0,0.75,0.029069767441860468,0.27147837526722574
135,0.0,0.75,0.5,0.0,0.7672751192238119
500,0.4633333333333333,1.0,1.0,0.4651162790697675,0.1497451077125473
713,1.0,0.75,0.25,0.6976744186046512,0.0995231047525078
737,1.0,1.0,0.25,0.11627906976744187,0.2381845091267883
71,0.0,0.5,1.0,0.0,0.5471468508469002
542,1.0,0.0,0.0,0.029069767441860468,0.4333958230554185
717,1.0,1.0,0.25,0.029069767441860468,0.46874856109192564
15,0.0,0.0,0.5,0.058139534883720936,0.21062325275448113
463,0.4633333333333333,0.75,0.5,0.23255813953488375,0.14336457819437592
216,0.0,0.75,0.8750000000000001,0.6976744186046512,0.07367209340568984
74,0.0,0.5,0.25,0.029069767441860468,0.3458871896069725
739,1.0,1.0,1.0,0.11627906976744187,0.17783259332346651
476,0.4633333333333333,0.75,1.0,0.6976744186046512,0.07561256372307186
731,1.0,1.0,1.0,0.3488372093023256,0.13237954283834896
93,0.0,0.5,0.5,0.23255813953488375,0.12175629008386778
688,1.0,0.5,0.0,0.4651162790697675,0.09587238940963656
286,0.4633333333333333,0.0,0.5,0.029069767441860468,0.3206709422792304
701,1.0,0.75,0.25,0.058139534883720936,0.2730894869264923
370,0.4633333333333333,0.0,1.0,0.5813953488372093,0.049465548429534614
89,0.0,0.5,1.0,0.11627906976744187,0.1311955270514718
412,0.4633333333333333,0.0,0.42500000000000004,0.38372093023255816,0.1257030093734583
452,0.4633333333333333,0.75,1.0,0.029069767441860468,0.30105903634270675
479,0.4633333333333333,1.0,0.5,0.029069767441860468,0.38414734418681135
13,0.0,0.0,0.08333333333333334,0.058139534883720936,0.2384147344186811
523,0.4633333333333333,0.25,0.0,0.0,0.5893438579181056
77,0.0,0.5,1.0,0.029069767441860468,0.27261305706298306
738,1.0,1.0,0.5,0.11627906976744187,0.22851504686729152
200,0.0,0.75,0.33333333333333337,0.5813953488372093,0.1163953297155073
703,1.0,0.75,1.0,0.058139534883720936,0.20361782601545797
122,0.0,0.5,0.25,0.813953488372093,0.05357671435619142
433,0.4633333333333333,0.5,1.0,0.3488372093023256,0.09205722742969906
414,0.4633333333333333,0.5,0.0,0.029069767441860468,0.4592336786712712
54,0.0,0.0,0.0,0.813953488372093,0.042887682946883735
465,0.4633333333333333,0.75,0.0,0.3488372093023256,0.13698404867620456
239,0.0,1.0,0.08333333333333334,0.11627906976744187,0.2617661568820917
426,0.4633333333333333,0.5,0.5,0.23255813953488375,0.1222496299950666
686,1.0,0.5,0.5,0.23255813953488375,0.12964972866304886
441,0.4633333333333333,0.5,0.5,0.5813953488372093,0.07719125143890807
490,0.4633333333333333,1.0,0.25,0.23255813953488375,0.1970399605328071
636,1.0,0.0,0.25,0.6976744186046512,0.05341226771912515
40,0.0,0.0,0.75,0.4651162790697675,0.07682946883736226
607,1.0,0.0,0.0,0.4651162790697675,0.10879789508304553
256,0.0,1.0,0.5,0.3488372093023256,0.16714356191415886
73,0.0,0.5,0.08333333333333334,0.029069767441860468,0.3529419503371156
8,0.0,0.0,0.25,0.029069767441860468,0.32265745765499093
621,1.0,0.0,0.08333333333333334,0.5813953488372093,0.0796250616674889
156,0.0,0.75,0.33333333333333337,0.11627906976744187,0.17760236803157375
123,0.0,0.5,0.5,0.813953488372093,0.0445650386449597
439,0.4633333333333333,0.5,0.0,0.5813953488372093,0.09856931425752342
367,0.4633333333333333,0.0,0.75,0.5813953488372093,0.06719289590527873
685,1.0,0.5,0.25,0.23255813953488375,0.1361947048182865
125,0.0,0.5,1.0,0.813953488372093,0.031836868936030244
265,0.0,1.0,0.75,0.4651162790697675,0.15083045551718466
